Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,clean_description_norm,Sentiment,Sentiment_confidence,rule_decisions,heuristic
Galaxy S24 Ultra Titanium Ram,Samsung,خالد ع.,فبراير 10 2025,تاتي معه الفاتوره الضريبيه اللتي طلبتها الجهاز جيد جذا,ياتي الفاتوره الضريبيه,ياتي الفاتوره الضريبيه,negative,0.8969944715499878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Rezaul K.,يوليو 20 2025,جيد,شيء جيد,شيء جيد,positive,0.8594380617141724,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 9 2025,الجوده وسعر المنتج وسرعه التوصيل,جوال عملاق الجوده والاداء والبطاريه,جوال عملاق الجوده والاداء والبطاريه,positive,0.7891023755073547,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 3 2024,سعر افضل,لطيف جيد,لطيف جيد,positive,0.9685673713684082,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 5 2025,لطيف جيد,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,عبدالرحمن عاشور ا.,يونيو 21 2025,,الجهاز اول شغلته سخن علطول مش عارف ايه السبب حصلت الفاتوره معاه,الجهاز اول شغلته سخن علطول مش عارف ايه السبب حصلت الفاتوره معاه,negative,0.7315140962600708,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,هارون ا.,سبتمبر 14 2024,استخدام شهر للجوال يفوق الوصف,للامانه الجوال ماشاء الله حلو جدا يشكي اي مشاكل,للامانه الجوال ماشاء الله حلو جدا يشكي اي مشاكل,positive,0.9380946159362793,mixed_positive_margin,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,بشار ه.,ديسمبر 23 2024,شئ ماشاءالله غلطه,ماشاءالله المواصفات المطلوبه ودقه موعد التوصيل,ماشاءالله المواصفات المطلوبه ودقه موعد التوصيل,positive,0.8470168709754944,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Nabeel A.,مارس 8 2024,لطيف بهدوء,لطيف جيد,لطيف جيد,positive,0.9685673713684082,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Yehia A.,يوليو 17 2025,جهاز عظيم ميختلفش اتنين,الجهاز روعه امكانيات جباره وسعره مناسب جدا,الجهاز روعه امكانيات جباره وسعره مناسب جدا,positive,0.9316117763519287,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 12 2025,جهاز قوي بمواصفات جباره,الجهاز صاروخ ماشاء الله زياده الضغط بيحمي,الجهاز صاروخ ماشاء الله زياده الضغط بيحمي,positive,0.9535743594169617,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,عدنان ا.,أكتوبر 22 2024,الجهاز مجدد الامارات وليس مطابق للمواصفات صناعه فيتنامي,سي جدا ولايوجد مصداقيه بالوصف,سي جدا ولايوجد مصداقيه بالوصف,negative,0.7951800227165222,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Fatema H.,يونيو 7 2025,لقد وقعت حبه,قلم وكتابه سلسه وشكل مميز لازال طور التجربه العمليه,قلم وكتابه سلسه وشكل مميز لازال طور التجربه العمليه,positive,0.8416620492935181,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,منتصر م.,سبتمبر 3 2025,وصله الشاحن مضروبه,وصلت الجوال اللي جبته علي مضروبه حقه الشحن,وصلت الجوال اللي جبته علي مضروبه حقه الشحن,negative,0.6719194054603577,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mashaeil A.,فبراير 7 2025,ماافي معاه ملحقات سماعه شاحن وصله,الجهاز جميل مافيه مشاكل ولونو حلو,الجهاز جميل مافيه مشاكل ولونو حلو,positive,0.9043940901756287,mixed_positive_margin,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,رجوى س.,يونيو 6 2025,ياشباب احرصو البايع انا الحمدلله طلع اصلي,شكرا لنون وشكرا للبايع,شكرا لنون وشكرا للبايع,positive,0.7965537309646606,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,ديسمبر 20 2024,سئ اكاد اجزم انه اصلي كاميرا وبطاريه وسخونه غيز طبيعين,يعجبني اي شئ,يعجبني اي شئ,positive,0.9126019477844238,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 11 2025,الجهاز يوجد مشاكل كثيره,اشك ان الهاتف مجدد النت مايعمل اثناء المكالمه,اشك ان الهاتف مجدد النت مايعمل اثناء المكالمه,negative,0.9865058064460754,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 4 2024,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ahmed O.,أبريل 25 2025,الجوال ممتاز جدا جدا جدا,الجوال ممتاااااااااااااااااز وجودته عاليه جدا,الجوال ممتاااااااااااااااااز وجودته عاليه جدا,positive,0.9553027749061584,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohammed A.,يونيو 27 2024,استخدام سلس وجميل والاهم سعر مناسب للمزايا العاليه,سعر مناسب جدا مقابل المزايا العاليه,سعر مناسب جدا مقابل المزايا العاليه,positive,0.6732614636421204,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 18 2025,وصلني منتج اخر,وصلني منتج اخر طلبته جدا مستاء التصرف,وصلني منتج اخر طلبته جدا مستاء التصرف,negative,0.9240318536758423,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 3 2025,شكرا,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohammed S.,مارس 17 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 9 2024,ان شاء الله انه اصلي الجوال روعه ولاكن استخدمتهم وطفيته,طفيته علي طول لانه بدون حمايه,طفيته علي طول لانه بدون حمايه,negative,0.9168712496757507,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 15 2024,الهاتف عملي جميل ابداااااع الذكاء الاصطناعي,اعجبني سلاسه الهاتف اللون التيتانيوم روعه,اعجبني سلاسه الهاتف اللون التيتانيوم روعه,positive,0.9878860712051392,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Khaled A.,مارس 9 2024,التليفون روعه ماشاءالله سرعه واداء الخيال,التليفون روعه ماشاءالله سرعه واداء الخيال,التليفون روعه ماشاءالله سرعه واداء الخيال,positive,0.9756708145141602,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,عبدالمحسن ا.,ديسمبر 15 2024,الشحن السريع,الشحن السريع وتعامل مندوب التوصيل قمه الاخلاق والتعامل,الشحن السريع وتعامل مندوب التوصيل قمه الاخلاق والتعامل,positive,0.991390585899353,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohammwd A.,يوليو 4 2025,,اداء الجهاز متميز بطاريه كفاءه عاليه وشحن فائق السرعه,اداء الجهاز متميز بطاريه كفاءه عاليه وشحن فائق السرعه,positive,0.9343528747558594,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,محمد  ا.,أبريل 17 2025,ان خدمه الجميع,اعجبني الجوده المصداقيه والاسعار طيبه,اعجبني الجوده المصداقيه والاسعار طيبه,positive,0.9837783575057983,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,ديسمبر 25 2024,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Abdullah S.,سبتمبر 12 2024,تم شراء الجهاز نسخه الشرق الاوسط صناعه هنديه,الجهاز جبار وكان خيار شراء موفق,الجهاز جبار وكان خيار شراء موفق,positive,0.9913592338562012,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 9 2025,الجهاز صالح للاستعمال,يعجبني با الجهاز صالح,يعجبني با الجهاز صالح,positive,0.9830986857414246,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Tarek M.,أغسطس 14 2025,شي,كنت مقلق الاول السعر وصل الحمدكل شي كويس,كنت مقلق الاول السعر وصل الحمدكل شي كويس,negative,0.6969093680381775,none,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,نوفمبر 18 2024,شكرا,رهيب ماشاءالله الوصف ونفس شي اشكر شركه للمره المليون,رهيب ماشاءالله الوصف ونفس شي اشكر شركه للمره المليون,positive,0.9844926595687866,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Raj A.,نوفمبر 19 2024,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 5 2024,الصراحه قوي واصلي ماعرفت نضام الاندرويد وتقييمي,الصراحه يستاهل البايع,الصراحه يستاهل البايع,positive,0.9323959946632385,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 28 2024,جوال روعه ابداعت جلكسي افضل ايفون برو مكس,جوال روعهههه فضل ايفون برو مكس,جوال روعهههه فضل ايفون برو مكس,positive,0.9709442853927612,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,عبدالرؤوف ا.,يوليو 3 2025,البطاريه,للاسف البطاريه مره تعبانه يعني ساعات بالكثير وتخلص,للاسف البطاريه مره تعبانه يعني ساعات بالكثير وتخلص,negative,0.9894423484802246,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 2 2024,الصناعه,الهاتف طلع صناعه هنديه اتمني البائع توضيح مستقبلا والله حرام,الهاتف طلع صناعه هنديه اتمني البائع توضيح مستقبلا والله حرام,negative,0.9887281656265259,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Abdelmuttalib M.,مارس 13 2025,اللون والسعر شي روعه,الجهاز ابداع وسرعه التوصيل شكرا جزيلا,الجهاز ابداع وسرعه التوصيل شكرا جزيلا,positive,0.980354368686676,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,حسين ا.,أغسطس 5 2024,بيسقط شبكه,بيسقط شبكه بيفصل المكالمه لحاله والشبكه شرطاء او اتنين الاكثر,بيسقط شبكه بيفصل المكالمه لحاله والشبكه شرطاء او اتنين الاكثر,negative,0.8443439602851868,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ahmed E.,ديسمبر 8 2024,نسخه فيتنامي ممتاز جدااا الحمدلله,للاسف مفهوش خاصيه تسجل المكالمات,للاسف مفهوش خاصيه تسجل المكالمات,negative,0.8362702131271362,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,نوفمبر 29 2024,هاتف الترا اس,المنتج فالوصف هاتف مميز وسامسونج يعلي عليها,المنتج فالوصف هاتف مميز وسامسونج يعلي عليها,positive,0.9944416880607605,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohamex A.,يوليو 19 2024,الشحن بيخلص بسرعه,الحوال ممتاز الشحن يخلص بسرعه وهذي مشكله قليله,الحوال ممتاز الشحن يخلص بسرعه وهذي مشكله قليله,negative,0.85,mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 11 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Liaquat A.,أكتوبر 8 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 4 2025,حسنا حسنا,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,فيصل ع.,فبراير 13 2025,سامسونج غني التعريف,جهاز جبار خدوه وانتم مغمضين شكرا,جهاز جبار خدوه وانتم مغمضين شكرا,positive,0.9769179821014404,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 24 2025,جميل,اجمل واروع التطبيقات تعامل راقي ودقه التوصيل,اجمل واروع التطبيقات تعامل راقي ودقه التوصيل,positive,0.9812268018722534,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Zyad A.,مايو 30 2025,بطاريه,بطاريه تخلص بسرعه والوان الشاشه ماهي حلوه زي ماقالو,بطاريه تخلص بسرعه والوان الشاشه ماهي حلوه زي ماقالو,negative,0.9684792757034302,none,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,نوفمبر 25 2024,سلس,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,معوذ ا.,يوليو 13 2025,الجوال يجنن افضل محلات الجوال,الوصف ميه بالميه,الوصف ميه بالميه,positive,0.690676212310791,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 16 2025,سرعه الاستجابه التطبيق شي يدرس,سهلتم حياتنا,سهلتم حياتنا,negative,0.7172431945800781,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,ديسمبر 4 2024,مشكله زر الباور,المنتج اصلي لاكن مشكله الزر الجانبي,المنتج اصلي لاكن مشكله الزر الجانبي,negative,0.8977678418159485,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Navab A.,أغسطس 1 2025,لطيف جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,.,مايو 11 2025,روعه ممتاز جدا جدا جدا شكرا,الصراحه اعجبني الفين الف,الصراحه اعجبني الفين الف,positive,0.9782540798187256,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 22 2025,مره روعه ويستاهل الشراء,بصراحه بيخذه مارح يندم مره روعه,بصراحه بيخذه مارح يندم مره روعه,positive,0.9896056652069092,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 1 2024,تجربه جميله,عمليه الشراء والتوصيل والاستلام كانت جميعها سلسه وتجربتها جيده,عمليه الشراء والتوصيل والاستلام كانت جميعها سلسه وتجربتها جيده,positive,0.9189257025718689,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,ام ع.,يناير 2 2025,راضي,جيد جدا جسمه ناعم سهل السقوط لابد كفر لحمايته,جيد جدا جسمه ناعم سهل السقوط لابد كفر لحمايته,positive,0.8668767809867859,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Alaa M.,فبراير 10 2025,,شي جيد جدا وارد فيتنام نسخه الشرق الاوسط وتغليف جيد,شي جيد جدا وارد فيتنام نسخه الشرق الاوسط وتغليف جيد,positive,0.9079546928405762,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ا.,أغسطس 2 2024,للاسف الجهاز فيتنامي,للاسف الجهاز هندي وكونت اتمني يكون فيتنامي,للاسف الجهاز هندي وكونت اتمني يكون فيتنامي,negative,0.9687171578407288,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,احمد ع.,مايو 5 2024,غلطه,سلس جدا وتصوير اكثر خرافي اسبوع معاي وللان تجربه رهيبه,سلس جدا وتصوير اكثر خرافي اسبوع معاي وللان تجربه رهيبه,positive,0.924665093421936,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,عبدالله  ا.,أغسطس 3 2024,المنتج ممتاز,وصلني المنتج بسرعه وبجوده الوصف شكرا,وصلني المنتج بسرعه وبجوده الوصف شكرا,positive,0.8161410093307495,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 1 2025,الجهاز اموره طيب اصلي,الجهاز الوصف متجر محترم,الجهاز الوصف متجر محترم,positive,0.9822116494178772,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,مصلح احمد علي م.,يوليو 28 2025,مراعاه المشتريات واسترجاعها,اعجبني سرعه التوصيل,اعجبني سرعه التوصيل,positive,0.980588972568512,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,ديسمبر 18 2024,شيء موجود معلومات الجهاز,ابائه عالي تصويره جدا مميز,ابائه عالي تصويره جدا مميز,positive,0.9020814895629883,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Salama S.,يونيو 18 2025,ارتفاع حراره الجهاز وسرعه استهلاك اليطاريه,يعجبني,يعجبني,positive,0.9175878167152405,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ا.,أكتوبر 16 2024,جوال ممتاز,ماشاء الله جوال ممتاز ولايسخن ويطول شحنه حتي يخلص,ماشاء الله جوال ممتاز ولايسخن ويطول شحنه حتي يخلص,positive,0.8710623979568481,mixed_positive_margin,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Meeran M.,مارس 31 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohammad T.,مارس 10 2025,اوسم,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Jalal A.,فبراير 24 2025,طلبت لون وجابوا لون اخر,حسبنا الله ونعم الوكيل فيكم,حسبنا الله ونعم الوكيل فيكم,negative,0.9860286116600037,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Khdooj M.,ديسمبر 3 2024,اخيييرااا يججنننن,الجوال كبير توقعته ولون خورااافي,الجوال كبير توقعته ولون خورااافي,positive,0.9548800587654114,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,هيثم  س.,أغسطس 7 2025,المنتج جيد جدا شكرا,المنتج جيد جدا شكرا,المنتج جيد جدا شكرا,positive,0.9569635987281799,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,أبو وسام  ا.,نوفمبر 25 2024,ياله روووووووووعه,صراحه سامسونج تنتج اشياء للمثيل,صراحه سامسونج تنتج اشياء للمثيل,positive,0.6887301802635193,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Alaa S.,مارس 23 2024,توصيل سريع ومنتج بديع,شكرا علي عرض السعر المميز والخدمه الفوريه,شكرا علي عرض السعر المميز والخدمه الفوريه,positive,0.9348846673965454,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 28 2025,وصلني منتج مقلد,منتج مقلد اصلي الرجاء ارجاعه,منتج مقلد اصلي الرجاء ارجاعه,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 4 2025,التليفون تالف,البرده بتاعه التليفون خربانه انصح,البرده بتاعه التليفون خربانه انصح,negative,0.9673634171485901,mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ح.,يونيو 19 2025,نسخه الشرق الاوسط موجه الامارات,ممتاز مافيه مشكله,ممتاز مافيه مشكله,positive,0.6873943209648132,mixed_positive_margin,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mustafa  A.,مارس 1 2025,الهاتف تابع للضمان السعودي,النتج جيد جدا بالموصف,النتج جيد جدا بالموصف,positive,0.8411059379577637,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Moh N.,يناير 3 2025,جهاز جيد الوصف,جهاز جيد وسعر جيد شكرا,جهاز جيد وسعر جيد شكرا,positive,0.9621382355690002,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,مؤمن ا.,نوفمبر 22 2024,ربنا يوفقكم,انا بحب ومنتجات الاصدق قدمو,انا بحب ومنتجات الاصدق قدمو,positive,0.982384979724884,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ibrahem R.,نوفمبر 20 2024,البطاريه بتخلص بسرعه,شاكك المنتج اصلي فيك,شاكك المنتج اصلي فيك,negative,0.9733096957206726,none,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Mohamed A.,سبتمبر 25 2024,,جوده عاليه وفخم واداء متميز حجم الجوال كبير,جوده عاليه وفخم واداء متميز حجم الجوال كبير,positive,0.840231716632843,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,رمزي ه.,مارس 5 2025,جوال جميل جدا فاخر الاخر,الشكل والاستخدام روعه,الشكل والاستخدام روعه,positive,0.9280902743339539,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Sameer K.,أغسطس 2 2025,ماشاءالله مره مبسوط شكراجزاك الله,ماشاءالله,ماشاءالله,positive,0.9513432383537292,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Omar A.,نوفمبر 26 2024,الشحن يدوم الا ساعات,يعجبني اطلاقا,يعجبني اطلاقا,positive,0.9458780288696289,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 15 2025,البطريه,شحن البطريه بيطولش الرجا الافاده بشي,شحن البطريه بيطولش الرجا الافاده بشي,negative,0.9447428584098816,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 12 2025,لطيف جيد,لطيف جيد,لطيف جيد,positive,0.9685673713684082,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Thuraya H.,أغسطس 14 2025,الجهاز تالف يعمل,الجهاز وقف اليوم,الجهاز وقف اليوم,negative,0.8971171379089355,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,فارس ا.,ديسمبر 14 2024,شكرا,اسبوع معي مافيه اي ملاحظه الجهاز فتنامي,اسبوع معي مافيه اي ملاحظه الجهاز فتنامي,negative,0.8715065717697144,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,بلال  ا.,سبتمبر 17 2025,تليفون اس الترا,تحفه فنيه مش مجرد تليفون,تحفه فنيه مش مجرد تليفون,positive,0.9868288636207581,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,MAHMOUD Z.,مارس 29 2025,جوال جميل جدا,الجوال اجمل الواقع الاستخدام,الجوال اجمل الواقع الاستخدام,positive,0.8930914402008057,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Atikur  R.,أكتوبر 8 2024,لطيف جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 2 2025,مونتاج طيب,مونتاج طيب شاء الله تبارك الله,مونتاج طيب شاء الله تبارك الله,positive,0.9728620648384094,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 12 2025,الجهاز,مشاء الله الجهاز جديد والتوصيل والله سريع,مشاء الله الجهاز جديد والتوصيل والله سريع,positive,0.8023914694786072,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Yousef A.,نوفمبر 25 2024,الحراره والبطاريه,ترتفع حرارته وبطاريته تخلص بسرعه,ترتفع حرارته وبطاريته تخلص بسرعه,negative,0.7776257991790771,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 23 2025,سرعه التوصيل شكرا,ماشاءالله تبارك الله,ماشاءالله تبارك الله,positive,0.9794583320617676,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Jamil M.,أكتوبر 30 2024,رائع,جوال رائد بصراحه سامسونج لاتقارن باي شركه اخري,جوال رائد بصراحه سامسونج لاتقارن باي شركه اخري,positive,0.9793227314949036,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Abdelrhim F.,يوليو 30 2025,ممتاذ وصل بحاله جيده,ممتاذ جدا وجوده عاليه,ممتاذ جدا وجوده عاليه,positive,0.9856099486351013,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,نوفمبر 21 2024,اسلوب مندو سيء جدا,اسلوب مندو سيء جدا جهاز جيدا,اسلوب مندو سيء جدا جهاز جيدا,negative,0.9946891069412231,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ع.,يوليو 6 2025,اللون,فخامه شي ماشاءالله تبارك الله,فخامه شي ماشاءالله تبارك الله,positive,0.9874916076660156,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,عزيز  ا.,يوليو 21 2025,اصلي الوصف,شكرا للبايع ماهو مكتوب,شكرا للبايع ماهو مكتوب,negative,0.8046616315841675,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Sherif H.,أغسطس 27 2024,استلمت الجهاز شاشته بايظه,استلمت الجهاز شاشته بايظه,استلمت الجهاز شاشته بايظه,negative,0.9206246137619019,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,ABDULWHAB A.,يوليو 27 2024,افضل جهاز بلا منازع,مايحتاج جهاز فاخر الاخر,مايحتاج جهاز فاخر الاخر,negative,0.8507809042930603,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,فهمي س.,يوليو 30 2025,السعر غالي,السعر غالي جدا السوق,السعر غالي جدا السوق,negative,0.6682462692260742,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,احمد ا.,مارس 1 2025,هاتف,الهاتف جيد البطاريه عمرها قصير جدا,الهاتف جيد البطاريه عمرها قصير جدا,positive,0.670586109161377,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Adham  M.,فبراير 23 2025,ماشاء الله تبارك الله,ماشاء الله تبارك الله,ماشاء الله تبارك الله,positive,0.9600545167922974,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 3 2025,البطاريه بتخلص بسرعه,البطاريه بتخلص بسرعه,البطاريه بتخلص بسرعه,negative,0.8526676297187805,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,حماد س.,يوليو 5 2024,ماشاء الله تبارك الله,وصلني مرررره سريع شكرااا,وصلني مرررره سريع شكرااا,positive,0.867726743221283,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 30 2025,ممتاز,ممتاز مشاكل عيوب استخدام اسبوع,ممتاز مشاكل عيوب استخدام اسبوع,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Majed T.,فبراير 29 2024,المواصفات,لسه الان مستلمه ان شاءالله الله يكون جيد,لسه الان مستلمه ان شاءالله الله يكون جيد,positive,0.8813890814781189,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Youssef A.,يونيو 13 2025,شكرا,اعجبني الهاتف لانه جدا متطرر,اعجبني الهاتف لانه جدا متطرر,positive,0.9856916069984436,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mahmoud E.,ديسمبر 14 2024,اصدار سعودي,سي جدا يدعم,سي جدا يدعم,positive,0.8462401032447815,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 8 2025,اصلي ممتاز واللون فنان,الجهاز اعجبني مره,الجهاز اعجبني مره,positive,0.9729069471359253,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Khadia A.,أكتوبر 7 2025,الفون جميل,اعجبني تماما الصوره,اعجبني تماما الصوره,positive,0.9693868160247803,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 31 2025,الشحن مشكله التلفون بايظ,الشحن بايظ,الشحن بايظ,negative,0.9529169797897339,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ahmed E.,أبريل 17 2025,جوال خرافي,جوال خارق يحتاج نتكلم عنه,جوال خارق يحتاج نتكلم عنه,positive,0.8950002193450928,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 27 2025,البطاريه تنتهي بسرعه,البطاريه جثده,البطاريه جثده,negative,0.700758159160614,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,زياد ت.,يوليو 22 2024,اشحن ينتهي بسرعه,كوي شي جيد اشحن ينتهي بسرع,كوي شي جيد اشحن ينتهي بسرع,positive,0.728710949420929,none,neutral
